#;H1;H2;H3;H4;H5;H6;H7;M1;M2;M3;M4;M5;M6;L1;L2;L3;L4;L5;L6;L7
00323;3;4;7;8;10;13;15;16;29;34;35;38;39;42;45;46;47;58;63;70
00324;6;13;17;18;19;23;24;25;26;29;30;36;37;49;52;59;63;66;68;70
00325;2;9;10;11;14;20;21;26;35;36;41;44;45;49;50;51;54;55;59;60
00326;4;10;11;19;22;23;27;28;31;34;42;44;45;49;50;58;59;65;68;69
00327;5;15;16;21;22;23;24;39;41;43;45;46;49;57;58;59;63;65;66;69
00328;2;3;7;9;11;12;26;28;30;32;34;40;41;45;49;62;64;66;68;70
00329;4;5;6;13;16;20;24;27;31;35;41;42;44;45;47;51;52;55;67;68
00330;1;3;4;6;8;10;15;20;24;26;28;34;37;38;40;41;43;44;54;64
00331;3;7;8;13;14;20;22;24;39;45;46;51;52;54;55;60;63;64;67;68
00332;2;3;6;8;12;13;14;20;22;24;28;29;34;35;36;39;47;48;56;65
00333;3;6;7;11;13;14;20;21;22;30;37;38;41;43;46;47;61;64;68;69
00334;4;6;9;10;28;30;31;35;38;40;41;45;51;53;55;56;59;61;62;70
00335;2;6;7;8;9;11;13;17;20;22;24;30;34;44;47;52;53;61;65;70
00336;2;5;10;12;22;25;28;30;36;41;43;47;51;54;56;57;61;62;66;70
00337;1;3;4;8;14;16;20;21;28;34;36;38;39;44;45;47;52;60;64;68
00338;1;5;8;26;27;35;37;40;41;42;49;51;55;56;58;61;62;63;67;69
00339;4;7;9;10;12;15;16;18;27;29;31;34;37;47;61;64;67;68;69;70
00340;1;4;7;8;9;12;13;20;21;24;30;31;37;40;41;42;43;50;51;67
00341;15;18;20;21;23;28;32;33;34;41;42;44;46;48;57;59;60;63;66;67
00342;1;9;11;13;19;22;23;25;26;27;29;33;38;40;48;50;56;58;59;68
00343;2;5;10;15;23;26;28;29;37;42;44;45;48;49;50;52;54;56;57;66
00344;1;2;13;16;18;27;28;39;41;42;44;45;47;53;56;57;59;61;66;69
00345;1;3;7;11;20;23;26;29;33;35;42;44;47;55;59;60;64;67;68;69
00346;9;14;16;17;20;24;26;27;28;29;33;38;39;42;44;49;53;54;65;70
00347;2;5;9;13;16;17;21;25;29;39;41;44;48;51;53;55;57;62;63;69
00348;1;2;8;11;17;18;21;22;27;30;42;44;49;50;52;56;59;62;63;68
00349;2;5;7;15;17;23;24;32;37;40;44;51;52;57;59;60;61;62;68;70
00350;5;8;9;11;12;17;25;31;33;35;46;48;49;50;52;57;58;59;65;66
00351;4;7;11;14;23;25;32;34;36;37;39;48;49;50;53;56;61;67;69;70
00352;4;6;15;17;21;23;28;32;34;43;45;48;52;53;58;61;62;65;66;69
00353;1;4;11;12;21;33;36;41;43;44;47;50;52;55;60;61;65;66;68;69
00354;6;7;13;17;21;25;28;29;31;33;34;37;39;43;49;55;56;62;66;70
00355;2;3;15;16;22;29;30;32;34;38;40;42;46;50;51;58;59;61;65;70
00356;5;6;10;12;15;16;22;23;24;34;36;39;43;49;50;51;58;59;62;69
00357;1;4;5;7;9;16;21;28;30;33;36;37;40;42;43;50;52;53;67;68
00358;2;5;11;12;21;26;29;35;37;41;42;43;44;45;52;59;60;61;66;70
00359;2;3;5;7;11;13;15;16;19;25;32;34;39;41;42;43;45;60;63;67
00360;2;3;4;6;8;23;24;26;29;30;39;45;48;53;56;57;58;59;60;66
00361;1;20;21;22;30;31;34;36;37;39;42;43;44;52;54;55;56;60;61;69
00362;1;3;4;11;13;14;20;22;27;29;33;36;45;46;48;51;60;65;66;68
00363;2;3;12;18;24;29;31;35;36;38;42;45;46;48;50;51;56;59;60;67
00364;5;9;12;13;15;24;25;29;30;31;34;36;43;48;50;53;62;63;65;70
00365;3;11;14;15;17;23;27;28;39;40;41;47;51;52;54;55;58;59;64;66
00366;2;3;5;8;25;28;29;36;41;45;52;56;60;61;63;64;65;66;67;69
00367;3;9;13;15;16;17;18;22;26;30;32;37;41;46;52;53;55;57;63;66
00368;1;3;10;12;16;20;25;32;33;35;46;50;52;57;59;63;64;65;66;68
00369;1;2;3;5;9;16;22;32;35;40;45;48;49;50;55;59;60;63;65;70
00370;1;8;10;17;18;19;21;23;30;31;34;36;37;40;42;44;51;52;56;61
00371;4;10;12;19;24;27;30;32;35;36;37;44;47;49;53;58;60;62;66;67
00372;1;2;5;8;12;19;20;25;27;30;32;37;42;48;50;53;58;60;63;70
00373;1;2;3;9;14;17;18;20;22;28;30;36;46;54;56;60;62;65;69;70
00374;2;3;5;7;9;11;12;14;16;18;27;28;29;37;38;40;41;53;63;65
00375;6;10;11;13;16;18;20;24;26;29;37;42;45;46;52;53;61;64;65;68
00376;6;7;12;13;15;17;28;33;34;39;44;45;46;51;53;55;57;64;68;69
00377;11;12;16;17;19;24;30;35;36;37;38;40;42;43;45;48;52;56;68;69
00378;1;4;9;12;26;29;32;33;42;43;44;46;48;49;50;53;56;63;67;70
00379;1;3;4;7;11;12;15;19;25;35;38;44;46;49;52;61;63;64;65;70
00380;6;12;17;18;20;22;25;29;30;33;34;38;41;42;44;49;53;54;64;69
00381;2;4;7;10;17;21;23;26;29;30;32;34;37;45;49;53;54;57;63;69
00382;12;13;26;27;31;35;37;38;42;44;45;48;53;57;58;59;60;65;68;69
00383;1;2;5;9;14;24;28;30;31;37;38;41;49;51;54;61;62;64;65;67
00384;3;4;6;10;12;21;24;26;31;35;38;43;45;49;57;58;63;65;66;68
00385;3;12;19;28;30;35;36;37;41;42;45;48;49;53;58;60;61;63;65;68
00386;4;6;9;10;12;15;16;24;25;26;30;31;33;40;45;46;49;52;63;69
00387;1;6;8;15;18;20;27;28;32;36;38;39;45;51;52;55;56;58;64;65
00388;13;26;29;30;31;34;36;37;40;42;46;47;49;54;55;57;61;67;68;69
00389;1;10;12;15;17;18;20;25;27;28;31;33;35;36;38;40;49;52;53;54
00390;1;2;3;7;9;12;13;18;27;37;41;44;46;50;53;55;56;61;69;70
00391;4;12;17;19;22;26;28;33;38;40;41;50;51;53;60;63;64;65;69;70
00392;2;3;8;10;14;20;27;29;35;36;40;43;44;50;52;56;58;59;61;70
00393;3;10;19;21;22;26;27;28;30;31;32;33;39;44;54;59;63;65;66;69
00394;5;11;17;19;22;25;30;35;42;43;47;53;54;56;58;61;65;66;67;69
00395;3;4;8;16;23;25;26;30;35;38;40;42;43;45;54;55;58;59;65;70
00396;2;7;10;12;14;18;19;24;26;29;30;37;38;43;44;47;53;54;61;66
00397;4;12;13;15;16;17;19;23;37;39;41;53;57;59;60;61;64;65;68;69
00398;13;16;19;21;26;27;28;31;35;36;40;43;46;47;53;55;59;60;68;69
00399;1;6;14;19;21;23;26;28;31;36;37;44;45;51;54;62;64;67;68;70
00400;5;10;13;14;15;16;26;31;38;42;43;49;58;59;61;62;65;66;67;69
00401;4;17;20;22;24;25;27;28;33;36;38;40;41;43;45;47;54;55;65;67
00402;1;3;5;7;8;9;10;11;22;24;34;39;41;44;54;55;56;57;59;65
00403;1;5;8;15;17;20;25;27;28;29;31;32;33;37;41;53;55;63;68;70
00404;5;9;10;12;14;19;23;24;26;28;32;35;37;43;45;50;55;57;61;68
00405;2;4;9;15;20;21;25;29;35;40;42;47;48;49;51;53;54;60;67;70
00406;11;12;20;26;27;28;32;33;34;35;39;44;45;46;47;51;53;56;60;62
00407;8;10;16;18;19;29;30;36;39;42;45;46;49;53;54;57;59;61;65;66
00408;5;8;13;22;26;27;32;33;34;36;37;38;39;42;45;50;55;59;62;69
00409;1;5;6;17;23;26;27;29;31;39;45;47;52;54;56;57;62;65;68;70
00410;3;14;18;21;25;26;29;36;37;42;45;50;53;55;56;59;60;62;63;68
00411;3;7;11;13;15;19;20;29;38;41;44;45;54;58;59;60;61;62;67;68
00412;6;10;11;16;17;19;20;22;28;29;33;34;46;50;51;54;55;59;61;65
00413;2;4;6;16;20;23;27;30;32;36;37;39;40;45;48;53;59;63;66;69
00414;2;5;8;9;22;26;28;30;35;38;39;46;47;52;56;58;59;64;65;70
00415;1;2;9;13;15;18;20;21;22;24;29;33;38;44;46;56;60;63;64;65
00416;3;9;12;17;19;23;24;26;27;28;31;36;42;45;46;55;61;62;63;67
00417;1;2;11;12;18;19;21;31;33;37;39;42;43;48;50;58;60;62;63;69
00418;1;7;8;10;12;16;19;23;24;25;31;32;35;36;41;45;49;50;59;62
00419;3;4;5;8;11;15;27;30;32;33;40;42;45;47;48;53;54;55;63;66
00420;1;8;10;12;13;14;20;25;28;30;31;37;39;42;50;52;54;60;66;70
00421;2;3;4;11;15;17;18;20;26;29;37;39;41;53;54;57;63;64;66;67
00422;2;9;12;13;18;26;39;42;43;46;48;52;53;56;59;60;66;67;68;69
00423;1;5;8;15;17;20;23;29;32;41;43;47;51;54;55;61;62;66;69;70
00424;1;4;10;14;15;16;24;26;31;32;40;45;49;54;55;57;58;59;63;64
00425;1;10;12;14;16;26;28;30;36;37;40;41;43;48;50;55;58;62;65;68
00426;5;7;9;15;19;23;24;25;28;30;35;36;37;38;49;54;55;59;65;70
00427;2;10;16;20;22;27;29;30;31;35;36;39;44;49;50;51;52;53;63;65
00428;1;4;6;14;23;25;31;33;35;37;40;42;43;44;54;60;64;66;67;69
00429;5;18;21;26;28;30;34;35;37;38;39;40;45;46;51;52;57;65;67;68
00430;1;3;5;10;11;13;14;28;29;35;39;43;48;54;55;60;61;64;65;67
00431;2;4;5;23;25;26;28;31;33;43;45;46;47;50;51;54;56;59;65;70
00432;5;9;11;12;15;21;29;36;37;45;47;51;53;56;57;60;64;65;66;69
00433;4;5;9;13;14;20;22;26;30;31;32;42;44;45;50;53;54;61;66;70
00434;4;7;9;13;15;22;27;28;35;36;38;42;46;51;53;56;59;63;69;70
00435;1;2;3;5;9;16;20;22;30;33;38;39;40;48;51;53;59;61;64;65
00436;1;3;5;17;21;25;28;31;32;36;37;38;41;43;48;52;60;65;68;69
00437;2;4;5;6;7;8;12;13;14;16;22;27;32;49;52;57;59;66;67;70
00438;1;3;6;7;8;9;15;18;20;24;33;43;44;48;53;55;58;59;64;66
00439;4;5;6;8;9;16;17;22;26;30;32;36;37;49;52;55;57;62;67;69
00440;7;10;13;14;15;29;38;40;41;42;50;51;52;55;59;60;63;65;67;69
00441;1;4;11;16;18;19;20;21;22;27;29;30;33;36;43;48;57;60;65;68
00442;1;4;5;14;18;24;25;26;29;36;37;38;40;42;49;51;57;65;67;69
00443;9;10;11;12;13;18;20;21;23;39;45;47;48;51;52;56;58;63;65;68
00444;2;6;12;15;20;21;31;34;39;40;42;47;50;53;55;64;66;67;69;70
00445;6;11;12;17;18;21;27;30;34;36;41;42;46;47;48;58;62;64;66;67
00446;1;2;6;13;17;19;22;26;28;38;39;40;47;48;53;54;57;60;67;69
00447;2;7;9;10;13;14;15;20;24;28;29;32;34;39;46;48;58;59;60;63
00448;11;16;18;22;26;29;31;35;37;40;43;45;48;50;51;52;55;59;63;64
00449;1;3;5;6;8;14;17;22;23;27;30;32;34;37;39;41;54;60;68;70
00450;3;7;12;14;16;20;26;30;34;36;37;41;42;44;49;54;57;60;65;66
00451;2;7;11;13;21;24;30;32;39;43;45;47;48;51;53;54;55;58;61;62
00452;2;17;18;20;23;26;27;28;30;31;34;38;43;48;54;55;57;62;63;70
00453;1;5;9;15;16;17;26;27;28;29;31;35;36;44;49;51;60;61;67;68
00454;1;6;7;12;22;23;26;37;40;43;45;46;48;51;52;53;56;65;67;69
00455;5;6;7;14;16;18;27;29;30;36;37;40;43;46;49;51;54;64;69;70
00456;1;4;5;16;17;21;28;31;34;40;42;44;46;50;53;54;56;59;62;64
00457;1;6;12;15;16;17;23;28;29;30;31;39;44;49;52;55;57;61;64;66
00458;1;3;4;10;13;15;19;20;21;24;36;37;42;43;47;51;65;66;67;70
00459;4;7;10;11;14;18;22;23;24;26;31;34;45;49;53;58;59;65;68;70
00460;4;5;6;11;17;20;29;31;38;39;43;44;51;52;54;56;63;64;67;69
00461;3;10;14;15;25;26;36;37;38;40;42;45;52;53;54;56;58;59;64;70
00462;2;6;7;12;23;25;26;30;43;45;46;48;49;59;61;62;63;64;65;69
00463;1;2;6;9;10;11;12;20;22;35;37;41;42;44;45;52;54;56;63;69
00464;2;5;7;14;19;21;22;23;29;33;36;38;41;46;53;55;56;58;59;60
00465;2;4;5;7;8;13;19;25;26;27;28;33;39;42;47;50;55;62;67;69
00466;2;3;5;8;9;10;18;23;26;30;41;42;44;45;48;52;55;59;63;69
00467;8;14;15;25;27;29;32;38;39;40;41;48;49;51;52;54;59;61;68;70
00468;1;6;9;17;24;26;37;38;39;40;41;45;47;48;51;52;53;60;61;63
00469;1;3;6;7;10;15;16;19;23;25;28;29;42;49;52;53;59;63;64;66
00470;3;6;8;10;11;13;19;23;26;28;35;38;44;45;47;48;55;56;64;65
00471;1;3;8;9;11;14;17;20;22;29;30;32;34;39;48;50;57;60;65;68
00472;2;5;9;10;12;23;24;26;31;32;34;36;39;40;44;54;60;61;67;68
00473;6;12;14;16;19;20;26;27;31;35;36;38;42;43;55;62;63;64;66;70
00474;2;4;7;13;17;18;23;31;35;40;44;46;50;51;52;53;57;60;62;63
00475;4;5;7;12;15;24;25;26;28;30;32;33;45;47;49;55;65;66;69;70
00476;3;7;14;16;18;20;30;33;38;39;45;52;56;57;58;62;63;64;65;67
00477;2;7;14;15;17;18;19;23;25;34;36;39;40;41;46;47;53;65;67;69
00478;1;9;10;16;19;26;28;30;31;32;33;41;43;50;53;59;63;65;67;70
00479;7;9;11;14;17;19;22;30;31;32;38;43;46;48;52;55;62;65;68;70
00480;4;6;9;11;15;18;20;21;23;29;31;33;36;42;44;46;47;52;54;67
00481;13;15;20;22;36;37;42;43;44;46;47;48;50;52;56;59;60;62;64;66
00482;2;4;6;12;13;17;18;27;28;29;30;32;34;38;47;50;56;66;67;68
00483;1;5;7;19;23;24;29;35;37;40;43;49;51;53;55;57;58;59;61;70
00484;3;8;11;14;15;18;20;23;24;27;28;31;33;45;46;54;63;66;67;70
00485;7;8;10;11;12;13;16;17;19;21;22;24;32;41;45;49;54;58;67;70
00486;2;3;4;5;8;10;15;21;23;24;31;37;38;45;46;59;62;63;64;65
00487;4;6;7;8;15;16;18;23;28;30;32;35;42;43;44;45;53;54;58;62
00488;2;3;16;17;23;24;28;30;31;35;37;38;40;46;51;52;55;57;58;61
00489;1;2;4;9;10;15;17;19;20;21;26;30;35;36;37;40;53;58;65;67
00490;1;3;8;9;10;17;18;20;21;24;27;45;46;48;49;53;60;61;63;66
00491;4;6;8;9;12;14;20;21;27;28;29;36;40;42;45;47;57;63;67;69
00492;1;4;10;14;17;36;37;41;42;45;47;49;53;54;55;61;62;68;69;70
00493;6;8;15;16;17;22;23;27;29;32;46;48;51;57;60;62;66;67;68;70
00494;4;8;9;16;19;21;24;27;37;38;39;41;44;51;52;54;55;56;58;59
00495;3;9;10;16;19;21;23;27;30;36;46;48;49;51;54;59;60;62;63;65
00496;1;3;4;8;11;12;17;18;23;30;31;33;49;51;52;53;55;64;66;67
00497;4;9;11;20;21;29;34;35;37;39;41;42;47;49;50;56;57;59;60;65
00498;3;11;13;16;17;21;23;25;26;30;32;38;42;47;50;51;57;61;63;69
00499;12;13;14;16;18;21;23;25;26;29;32;33;35;36;40;52;53;55;57;67
00500;1;2;8;15;16;22;25;26;27;30;35;36;39;44;50;51;55;56;57;65
00501;1;3;7;12;14;18;19;22;27;38;44;45;52;56;58;59;61;65;66;68
00502;1;2;7;15;20;22;23;24;26;29;36;39;45;46;49;52;55;62;64;69
00503;6;8;12;18;22;30;32;35;36;37;40;48;49;50;51;52;58;60;61;67
00504;5;7;9;13;16;17;21;22;24;29;35;38;46;47;50;52;54;55;57;59
00505;5;10;11;18;23;26;29;31;32;39;40;42;51;52;55;58;60;61;62;69
00506;1;5;6;10;16;27;28;32;37;40;41;45;49;51;57;58;59;60;62;69
00507;2;12;14;16;20;25;31;32;33;35;38;39;44;47;51;52;53;59;65;67
00508;1;3;14;15;18;19;23;30;31;34;37;42;44;51;54;56;57;64;68;70
00509;9;12;15;16;24;26;28;29;31;32;38;39;41;45;46;47;59;61;63;68
00510;2;5;9;17;20;27;30;38;40;44;45;47;48;54;57;58;60;63;66;70
00511;2;6;7;12;17;22;23;26;32;35;38;42;43;49;51;52;54;58;59;61
00512;3;6;8;12;14;17;19;22;25;26;32;35;37;41;56;58;59;60;62;69
00513;3;4;5;6;8;10;11;14;19;21;25;26;30;33;46;47;49;51;56;66
00514;3;9;13;16;17;20;27;29;30;32;35;45;46;48;50;51;55;59;63;69
00515;1;5;7;10;15;17;18;26;27;31;32;38;43;47;49;51;55;64;65;69
00516;2;5;6;8;12;13;14;16;17;26;27;33;39;41;46;53;59;60;63;70
00517;1;2;5;6;13;15;18;29;30;31;36;37;46;47;51;55;60;63;64;68
00518;1;2;8;12;18;19;25;28;32;33;38;44;51;55;57;58;65;67;68;70
00519;3;5;13;14;16;20;26;27;28;30;33;36;42;48;55;56;57;62;63;70
00520;4;6;13;15;16;22;24;26;27;31;36;40;43;44;45;58;64;65;69;70
00521;1;2;4;5;6;8;24;27;35;36;41;42;49;57;59;60;63;64;66;69
00522;1;4;10;15;23;29;30;31;32;40;48;49;50;54;58;60;61;62;66;70
00523;1;3;5;9;10;16;21;23;24;33;34;36;37;40;41;45;52;59;63;67
00524;11;13;15;26;27;29;32;35;40;43;44;46;49;51;58;60;64;65;66;70
00525;3;8;11;13;16;22;24;31;32;33;34;35;37;43;51;55;57;59;61;70
00526;8;10;13;15;19;20;32;33;35;36;44;47;48;52;54;56;58;62;63;70
00527;7;16;20;21;26;27;31;35;37;38;39;42;45;46;55;57;60;61;65;67
00528;1;5;6;7;12;14;15;30;31;36;37;41;42;56;58;61;66;68;69;70
00529;1;3;5;6;9;10;28;32;37;40;42;44;48;49;50;55;59;62;67;70
00530;2;3;4;7;13;19;22;23;26;34;36;39;41;43;45;51;58;63;67;68
00531;3;6;8;10;16;23;25;27;28;32;33;35;36;44;50;53;54;58;62;66
00532;7;10;11;13;14;23;27;28;29;31;32;33;35;36;43;44;52;55;63;70
00533;2;3;10;11;15;22;28;36;39;41;43;44;45;47;48;51;57;64;68;70
00534;11;18;21;23;24;25;29;33;34;35;37;39;41;43;47;56;57;59;66;70
00535;2;3;4;5;10;15;18;20;24;28;36;42;44;46;48;53;54;57;59;67
00536;2;3;7;9;17;18;20;22;23;25;29;33;39;40;42;45;53;61;62;67
00537;5;6;8;9;13;22;27;28;33;42;44;46;50;52;54;60;61;65;68;70
00538;1;4;8;11;15;19;20;21;26;27;30;33;34;36;38;40;45;49;50;55
00539;4;6;9;12;15;18;23;25;28;31;33;36;37;39;41;42;43;63;67;69
00540;3;4;7;8;16;24;26;28;30;31;33;38;48;51;54;60;61;62;66;67
00541;1;2;6;7;11;15;24;25;27;28;30;33;35;44;49;53;54;59;60;68
00542;1;2;8;12;13;17;23;25;27;28;32;43;44;46;48;49;50;57;65;66
00543;6;23;24;27;29;30;35;36;38;39;40;47;48;49;55;58;59;60;64;65
00544;1;3;6;8;14;19;22;28;30;32;33;35;37;41;47;48;59;60;65;70
00545;2;8;9;11;12;14;19;21;29;37;38;43;44;48;52;53;54;57;58;68
00546;2;3;4;12;13;19;21;24;28;30;38;41;45;46;52;55;56;60;61;68
00547;1;5;6;8;12;13;14;18;21;22;34;41;48;49;52;53;59;61;65;66
00548;4;5;6;11;20;23;25;27;30;34;36;37;44;48;51;54;63;65;66;67
00549;3;5;6;12;13;17;18;20;23;24;34;37;44;48;51;52;55;62;65;69
00550;3;6;10;15;20;25;28;30;37;42;44;48;49;54;55;56;63;64;68;70
00551;1;3;5;9;16;22;25;28;35;37;43;44;45;46;49;52;57;59;62;63
00552;1;3;4;5;7;8;9;18;19;25;32;33;34;46;47;49;50;51;57;70
00553;1;2;8;15;22;25;27;29;35;37;43;49;51;52;57;60;61;63;64;66
00554;1;5;7;8;11;13;16;17;23;33;34;37;41;52;55;58;62;65;66;70
00555;12;13;15;18;20;23;27;33;36;37;39;40;43;47;49;50;52;61;67;68
00556;7;8;9;10;14;20;28;33;36;39;40;46;49;51;52;58;64;65;66;67
00557;1;4;20;22;24;27;29;31;33;36;37;40;42;43;44;49;52;56;58;69
00558;2;7;14;16;20;25;26;31;35;37;39;41;43;44;48;50;55;56;59;63
00559;3;7;13;17;19;26;28;30;35;36;37;39;42;44;46;54;55;56;60;61
00560;1;2;7;13;14;15;21;22;24;28;29;32;35;45;55;56;57;63;64;70
00561;1;11;17;20;23;26;31;34;37;42;49;50;52;54;58;61;62;63;64;68
00562;2;6;10;11;12;20;22;27;37;38;44;46;48;50;52;55;58;59;64;66
00563;2;12;13;14;25;26;30;31;32;33;34;40;41;44;45;47;61;64;67;68
00564;1;2;7;11;14;15;19;21;23;27;37;40;45;48;49;56;57;61;67;70
00565;1;6;8;10;19;28;30;32;34;35;39;44;46;47;49;56;61;63;66;67
00566;3;7;14;16;17;20;23;30;33;37;42;43;48;51;56;58;62;65;66;69
00567;3;5;11;12;14;18;20;21;23;24;26;30;34;36;38;43;47;58;60;68
00568;1;12;13;14;15;16;17;18;20;23;24;27;33;35;43;57;61;63;64;68
00569;2;4;6;9;11;12;20;21;22;23;38;41;44;46;52;53;57;61;66;67
00570;5;6;17;20;23;25;28;33;35;39;40;41;42;44;49;52;54;56;59;64
00571;11;12;15;18;20;22;32;41;44;45;46;47;50;51;53;54;61;62;64;66
00572;12;13;16;20;22;26;27;29;33;37;38;43;45;48;50;58;60;61;66;69
00573;4;7;8;13;16;18;19;20;38;39;43;45;47;51;54;56;65;68;69;70
00574;3;5;8;11;15;20;25;27;28;40;43;49;50;52;54;55;59;65;68;70
00575;2;5;11;12;13;18;19;20;21;22;27;33;34;36;41;52;56;61;62;65
00576;2;4;5;12;13;14;17;22;25;26;34;36;45;48;57;58;61;62;66;70
00577;1;3;4;5;10;11;12;13;20;21;23;25;28;33;39;43;45;61;65;69
00578;3;6;7;9;11;12;21;30;31;36;37;43;48;49;50;55;57;58;60;64
00579;1;14;17;19;22;23;26;34;37;45;46;49;55;58;59;61;62;63;66;69
00580;2;3;5;10;19;20;22;24;28;30;36;39;53;55;56;57;60;61;66;70
00581;3;7;10;21;22;28;29;30;33;37;41;48;54;60;61;62;63;65;69;70
00582;4;10;13;14;15;30;31;33;34;36;37;38;41;43;46;49;52;54;60;62
00583;3;4;6;7;8;10;11;13;14;21;24;27;35;39;46;49;52;58;59;68
00584;6;10;13;14;15;16;23;26;30;33;36;37;39;51;53;58;61;63;68;69
00585;3;7;15;20;31;34;36;38;44;46;47;48;51;53;54;58;59;60;64;69
00586;2;3;6;9;11;12;14;27;34;36;43;44;45;48;49;52;53;61;67;68
00587;1;2;5;8;9;13;17;18;24;26;28;30;39;51;53;57;59;60;65;70
00588;1;4;6;7;10;12;15;18;22;26;30;34;37;43;44;47;48;50;55;66
00589;2;3;10;13;14;25;27;29;32;33;42;44;45;48;50;53;54;61;62;65
00590;16;27;29;30;35;37;41;43;44;45;48;49;50;55;57;59;60;61;65;69
00591;3;6;10;11;12;17;22;24;30;31;36;41;42;46;47;52;54;57;58;64
00592;8;9;12;14;15;16;20;21;33;38;41;44;47;55;57;58;59;60;62;68
00593;2;3;6;7;9;12;26;34;37;41;44;47;49;50;52;53;57;62;68;69
00594;1;9;14;17;20;21;30;31;32;33;35;36;37;42;55;56;60;61;64;66
00595;3;6;7;12;16;18;20;27;38;39;41;43;49;51;55;59;63;65;68;70
00596;9;10;11;16;17;19;21;22;27;28;34;38;39;47;54;59;61;62;67;68
00597;2;3;16;18;24;29;32;33;34;36;40;41;43;46;47;48;51;57;65;66
00598;4;5;6;8;20;24;25;27;34;35;38;43;46;47;51;52;55;56;60;70
00599;3;10;14;15;21;23;25;32;33;37;45;47;51;53;55;56;57;64;68;69
00600;1;3;4;10;14;16;20;21;23;24;28;30;36;40;44;46;51;55;59;61
00601;4;5;17;18;19;22;24;28;35;37;44;45;48;49;51;58;64;67;68;70
00602;1;8;15;20;22;32;33;35;39;43;45;47;54;57;60;61;63;64;66;67
00603;5;7;11;12;15;21;22;25;26;28;31;39;44;46;50;56;64;66;67;69
00604;2;6;7;9;10;11;12;13;27;31;35;37;38;48;52;58;60;61;63;67
00605;2;6;8;14;18;22;23;29;32;38;39;46;51;55;60;63;64;67;68;69
00606;3;7;10;11;12;15;25;26;31;35;36;37;41;42;43;46;64;66;67;70
00607;5;6;8;13;15;16;19;27;28;35;42;44;45;50;52;61;63;67;68;69
00608;4;6;7;8;9;22;23;25;27;28;34;36;40;43;52;63;64;66;67;69
00609;7;9;11;16;19;25;27;29;30;32;34;37;39;41;44;46;51;56;59;64
00610;3;5;7;12;13;17;26;29;31;32;42;44;45;47;49;50;54;61;63;65
00611;6;14;17;18;20;23;24;27;28;31;34;36;39;40;42;44;63;65;68;70
00612;6;9;10;12;16;19;20;21;22;35;41;44;45;47;49;50;54;58;59;68
00613;3;5;6;7;8;11;15;18;21;39;41;45;47;51;53;55;59;60;64;69
00614;5;7;9;10;11;12;16;17;29;44;45;50;53;56;60;64;65;66;68;70
00615;6;12;18;20;21;22;26;32;34;36;39;43;46;47;49;51;52;56;61;63
00616;4;7;8;12;13;15;16;22;27;28;38;39;43;52;55;57;58;63;64;70
00617;10;12;15;20;24;25;26;31;33;34;38;43;47;48;49;50;54;56;60;69
00618;8;20;24;27;28;32;42;43;44;46;49;52;55;57;60;61;62;65;68;70
00619;10;14;16;24;25;29;32;34;37;38;39;41;42;44;49;54;57;58;64;66
00620;2;4;13;15;18;20;23;32;35;39;40;46;48;52;55;57;59;62;65;66
00621;2;6;11;15;18;20;22;26;30;33;35;38;46;52;53;59;61;62;64;68
00622;7;9;11;19;20;21;24;26;28;29;42;44;45;50;52;54;60;64;67;68
00623;4;7;8;11;12;13;24;28;36;38;40;43;45;51;53;54;59;60;62;67
00624;6;8;11;14;15;18;20;34;35;39;42;49;51;52;54;59;61;65;67;69
00625;10;11;18;21;22;24;29;31;36;37;41;43;46;48;53;56;57;58;59;60
00626;3;4;8;9;10;20;26;27;30;34;35;39;47;50;58;59;60;64;67;70
00627;1;2;4;7;8;9;11;22;33;36;37;38;40;48;50;55;59;60;65;67
00628;1;2;4;9;17;19;22;24;28;30;32;34;35;56;57;64;65;66;67;69
00629;3;5;13;14;18;20;25;26;29;33;41;42;44;54;59;63;66;67;68;70
00630;5;12;14;17;18;19;22;25;26;27;31;32;34;35;36;44;54;56;58;66
00631;1;3;6;7;11;12;16;18;21;30;33;35;39;52;53;56;61;64;66;68
00632;1;2;14;18;24;32;33;34;38;39;42;43;45;49;52;58;59;60;61;65
00633;2;6;8;11;13;14;22;29;31;34;35;36;38;48;52;55;57;60;66;70
00634;3;6;7;13;15;17;18;21;24;28;35;36;41;43;44;55;59;62;66;67
00635;4;13;16;20;21;23;27;29;31;35;36;39;42;46;49;51;55;62;65;68
00636;6;7;13;15;17;20;21;24;25;30;31;33;37;42;47;52;53;60;68;69
00637;12;19;20;25;27;29;32;35;36;43;45;50;51;53;57;58;60;61;65;68
00638;3;4;5;9;17;20;27;29;30;31;35;39;44;45;49;54;56;57;60;66
00639;2;3;5;9;14;27;28;30;31;34;39;41;46;50;52;53;55;59;60;70
00640;2;3;7;10;16;21;32;33;35;36;43;45;47;48;49;51;54;66;68;69
00641;1;2;5;7;9;11;12;14;20;26;27;38;39;45;46;48;52;57;60;68
00642;1;4;9;12;13;17;18;19;22;24;27;31;32;43;52;53;57;59;60;67
00643;2;4;6;8;9;15;16;21;24;29;31;32;34;42;43;46;51;59;62;67
00644;7;14;16;17;20;23;28;32;35;38;40;41;42;44;47;53;54;57;60;68
00645;4;5;9;10;12;15;16;19;20;21;27;28;32;37;38;42;44;47;49;51
00646;1;4;11;14;21;22;28;30;31;32;36;37;38;44;46;50;58;65;67;70
